id,name,price
,Wine - Marlbourough Sauv Blanc,"139,68"
699,Mushroom - White Button,"96,18"
,Ice Cream - Strawberry,"28,88"
701,Ice Cream Bar - Drumstick,"73,49"
702,Beer - Tetleys,"90,40"
,Snapple Lemon Tea,"33,47"
,Appetizer - Assorted Box,"150,69"
705,Nut - Pumpkin Seeds,"177,34"
706,Turkey Leg With Drum And Thigh,"76,78"
707,Chicken - Soup Base,"181,08"
708,Cream - 18%,"181,50"
,Bread - Calabrese Baguette,"116,56"
710,"Quail - Eggs, Fresh","36,13"
711,"Salt - Rock, Course","141,13"
712,Cheese - St. Andre,"10,42"
713,Ham - Proscuitto,"24,73"
714,"Mushroom - Chanterelle, Dry","27,84"
715,Milk - Buttermilk,"34,19"
716,Beef - Flank Steak,"65,64"
717,Onions - Cooking,"92,09"
,Wine - Ej Gallo Sierra Valley,"103,53"
719,"Chicken - White Meat, No Tender","40,40"
,Pumpkin,"35,51"
721,"Asparagus - White, Canned","96,56"
,"Pasta - Detalini, White, Fresh","145,90"
,Crawfish,"27,99"
724,Tuna - Sushi Grade,"37,58"
725,"Peas - Pigeon, Dry","86,31"
726,Muffin Mix - Corn Harvest,"155,95"
727,Ham - Cooked,"12,87"
728,"Arctic Char - Fresh, Whole","134,41"
,Bagelers,"161,04"
730,Pea - Snow,"40,16"
731,Milk - 2%,"107,05"
,"Soda Water - Club Soda, 355 Ml","62,52"
733,Port - 74 Brights,"85,68"
734,Cherries - Frozen,"103,57"
735,"Juice - Clamato, 341 Ml","36,40"
736,Beef - Inside Round,"155,28"
737,Scrubbie - Scotchbrite Hand Pad,"17,17"
738,Turkey Leg With Drum And Thigh,"183,43"
739,Steel Wool S.o.s,"111,67"
740,Butcher Twine 4r,"199,19"
741,Beer - Mcauslan Apricot,"75,02"
742,"Veal - Tenderloin, Untrimmed","111,17"
743,Berry Brulee,"43,68"
744,Artichoke - Fresh,"57,06"
745,"Oregano - Dry, Rubbed","64,39"
746,Cheese - St. Andre,"64,21"
747,Potato - Sweet,"172,53"
,"Pasta - Rotini, Dry","68,14"
749,Cheese - Bocconcini,"170,28"
750,Water - Aquafina Vitamin,"114,32"
751,"Juice - Clam, 46 Oz","57,89"
752,"Fish - Artic Char, Cold Smoked","137,67"
753,Soup Campbells Turkey Veg.,"67,28"
754,Gatorade - Cool Blue Raspberry,"125,97"
755,Pastry - Choclate Baked,"35,97"
,Beer - Tetleys,"109,21"
757,Rosemary - Dry,"178,34"
758,Lobster - Canned Premium,"71,74"
759,Cheese - Pont Couvert,"56,77"
760,Longos - Lasagna Beef,"90,03"
761,Shrimp - Black Tiger 16/20,"45,05"
762,Pastry - Cherry Danish - Mini,"59,02"
763,"Pasta - Lasagna Noodle, Frozen","93,62"
764,"Tarragon - Primerba, Paste","183,76"
765,Blueberries,"91,75"
,Shichimi Togarashi Peppeers,"175,00"
767,Yoghurt Tubes,"17,32"
,Gatorade - Xfactor Berry,"119,69"
,Ice Cream - Strawberry,"51,12"
,Avocado,"44,87"
771,Rhubarb,"89,79"
772,Wine - Vovray Sec Domaine Huet,"164,11"
773,Sauce - Alfredo,"14,59"
774,Carbonated Water - Blackcherry,"126,58"
775,Chicken - Wieners,"174,95"
776,"Red Snapper - Fillet, Skin On","14,31"
777,"Veal - Leg, Provimi - 50 Lb Max","101,37"
778,Wine - Wyndham Estate Bin 777,"117,70"
779,Longan,"83,24"
,Sambuca - Ramazzotti,"17,87"
781,Lamb - Ground,"140,52"
782,Oyster - In Shell,"194,78"
,Beef - Striploin Aa,"124,36"
784,Beer - True North Lager,"33,35"
785,Spinach - Spinach Leaf,"34,61"
786,Cheese - Comte,"142,51"
,Mix - Cocktail Ice Cream,"131,13"
,Table Cloth 54x54 White,"158,46"
789,Ham - Cooked,"149,74"
,Cookies - Englishbay Chochip,"189,81"
791,Chick Peas - Dried,"9,70"
,"Chilli Paste, Sambal Oelek","143,73"
,Coffee - Cafe Moreno,"67,87"
794,Amarula Cream,"182,24"
795,Wine - Ice Wine,"34,28"
,"Wine - White, Cooking","16,93"
,Curry Paste - Madras,"87,31"
798,"Juice - Grape, White","59,05"
799,"Sole - Dover, Whole, Fresh","23,64"
800,Mustard - Individual Pkg,"108,11"
801,Sword Pick Asst,"82,40"
802,Assorted Desserts,"26,38"
803,Rabbit - Frozen,"186,76"
,Wine - Niagara Peninsula Vqa,"134,64"
805,"Juice - Tomato, 10 Oz","21,85"
806,Ocean Spray - Ruby Red,"134,53"
807,"Fish - Scallops, Cold Smoked","13,94"
,Wine - Beringer Founders Estate,"119,63"
,Carrots - Jumbo,"165,71"
,Pepper - Pablano,"14,41"
,Dawn Professionl Pot And Pan,"122,74"
812,Yogurt - French Vanilla,"48,03"
,Huck Towels White,"141,02"
,Sobe - Lizard Fuel,"21,48"
815,Wine - Magnotta - Belpaese,"91,90"
816,Sea Bass - Whole,"19,18"
817,Wine - Chateau Timberlay,"119,03"
818,Cake Sheet Combo Party Pack,"178,99"
,"Bread - White, Unsliced","94,46"
820,Sprouts - Baby Pea Tendrils,"77,02"
821,Mussels - Frozen,"127,25"
822,Wine - Beaujolais Villages,"58,75"
,Food Colouring - Red,"70,68"
824,Coffee - 10oz Cup 92961,"163,21"
,"Crab - Blue, Frozen","104,88"
826,"Soup - French Onion, Dry","88,94"
827,Yucca,"157,31"
,Latex Rubber Gloves Size 9,"25,22"
,Ham Black Forest,"170,65"
830,Wine - Gato Negro Cabernet,"105,28"
831,Beans - Green,"19,88"
832,Praline Paste,"13,81"
833,Beer - Blue,"48,05"
834,Chutney Sauce,"182,37"
835,"Juice - Tomato, 48 Oz","46,79"
836,Ecolab - Power Fusion,"59,32"
837,Bread - Assorted Rolls,"82,27"
838,"Nut - Walnut, Pieces","177,31"
839,Tea Leaves - Oolong,"22,80"
840,Cocktail Napkin Blue,"112,44"
841,Cinnamon Rolls,"51,79"
842,Sole - Fillet,"83,11"
843,Cocoa Feuilletine,"191,93"
,Oil - Avocado,"126,68"
845,Pastrami,"174,63"
846,Chicken Thigh - Bone Out,"74,29"
847,Potatoes - Yukon Gold 5 Oz,"175,27"
848,Beef - Sushi Flat Iron Steak,"27,15"
849,Hot Choc Vending,"114,54"
850,Pecan Raisin - Tarts,"136,27"
851,"Lamb - Shoulder, Boneless","146,84"
852,Chocolate - Feathers,"125,12"
,Wine - Crozes Hermitage E.,"38,10"
854,Wine - Cave Springs Dry Riesling,"36,55"
855,Magnotta - Bel Paese White,"45,97"
,"Bread - Pumpernickle, Rounds","117,14"
857,Peas Snow,"193,89"
858,Truffle Cups - Brown,"73,69"
859,Wine - Cave Springs Dry Riesling,"64,19"
860,Barramundi,"196,81"
861,Beets - Pickled,"40,11"
862,Soup - Base Broth Beef,"111,12"
863,Jameson Irish Whiskey,"74,86"
,Ginger - Ground,"40,27"
,Bread - Calabrese Baguette,"181,68"
866,"Sprite, Diet - 355ml","65,96"
867,Olives - Kalamata,"117,42"
868,Wine - Clavet Saint Emilion,"142,72"
,"Pasta - Rotini, Dry","157,40"
870,Appetizer - Mushroom Tart,"80,05"
871,Lid Tray - 12in Dome,"196,45"
,Beef Flat Iron Steak,"142,13"
873,Bread Base - Gold Formel,"183,70"
874,"Chocolate - Milk, Callets","66,51"
875,Bread Base - Goodhearth,"175,82"
876,Sugar - Crumb,"13,09"
,Sauce - Ranch Dressing,"120,25"
878,Tofu - Firm,"164,90"
,Sauce Bbq Smokey,"130,87"
880,"Tart Shells - Sweet, 2","39,13"
,Pie Filling - Cherry,"158,08"
882,"Napkin - Dinner, White","72,43"
,"Wine - Red, Antinori Santa","127,47"
884,"Hickory Smoke, Liquid","34,09"
885,Sping Loaded Cup Dispenser,"56,11"
,Smirnoff Green Apple Twist,"17,67"
887,"Pepper - Paprika, Hungarian","109,27"
888,Appetizer - Seafood Assortment,"126,23"
889,Puff Pastry - Slab,"154,39"
890,Cinnamon - Stick,"141,22"
891,"Pork - Butt, Boneless","131,91"
892,"Pasta - Shells, Medium, Dry","88,81"
893,Water - Aquafina Vitamin,"183,48"
894,Cups 10oz Trans,"163,82"
,Meldea Green Tea Liquor,"148,92"
896,"Wine - White, Schroder And Schyl","98,44"
897,Beer - Labatt Blue,"59,89"
,"Pasta - Cappellini, Dry","102,09"
899,Bread - Hamburger Buns,"130,91"
,Water - Green Tea Refresher,"43,80"
901,Sauce - Mint,"37,69"
902,Iced Tea Concentrate,"88,72"
903,Pastry - French Mini Assorted,"141,24"
,Blackberries,"190,87"
,Lettuce - Lambs Mash,"111,61"
,Wine - Magnotta - Belpaese,"124,75"
907,"Cheese - Havarti, Salsa","109,90"
908,Beef Flat Iron Steak,"115,38"
909,Sauce - Sesame Thai Dressing,"190,31"
910,Cornstarch,"11,91"
911,Wine - Vineland Estate Semi - Dry,"192,47"
912,"Lemonade - Kiwi, 591 Ml","146,27"
913,Shrimp - Black Tiger 6 - 8,"83,15"
914,Chick Peas - Dried,"139,59"
915,Container - Foam Dixie 12 Oz,"53,78"
,Goulash Seasoning,"173,32"
917,Container - Foam Dixie 12 Oz,"57,57"
918,Urban Zen Drinks,"142,12"
,"Pineapple - Canned, Rings","107,70"
920,Capon - Whole,"150,85"
,Butter - Unsalted,"74,62"
,Snails - Large Canned,"10,74"
,Wasabi Paste,"99,95"
924,Wine - Jaboulet Cotes Du Rhone,"96,25"
925,Cheese - Mascarpone,"27,45"
,Beef - Tenderloin,"199,89"
927,Island Oasis - Ice Cream Mix,"118,63"
928,Anisette - Mcguiness,"91,32"
,Longos - Chicken Cordon Bleu,"67,20"
930,Sherbet - Raspberry,"10,46"
931,Sugar - Invert,"135,48"
932,Sprite - 355 Ml,"25,03"
933,Sobe - Tropical Energy,"33,05"
934,Vinegar - Cider,"50,17"
935,Shopper Bag - S - 4,"110,65"
936,Juice - Happy Planet,"104,15"
,"Pasta - Orzo, Dry","171,69"
938,Triple Sec - Mcguinness,"79,59"
939,Wine - Vineland Estate Semi - Dry,"143,71"
940,Ham Black Forest,"66,46"
941,"Trout - Rainbow, Frozen","143,28"
942,Basil - Seedlings Cookstown,"29,71"
943,Wine - Peller Estates Late,"88,10"
,Bacardi Breezer - Strawberry,"100,94"
945,Truffle Shells - White Chocolate,"177,63"
,Towel - Roll White,"25,42"
,Bacardi Mojito,"158,42"
948,Banana - Leaves,"104,66"
,Venison - Racks Frenched,"82,08"
950,Syrup - Chocolate,"185,42"
951,Cake - Dulce De Leche,"22,36"
,Chip - Potato Dill Pickle,"182,43"
,Pastry - Banana Muffin - Mini,"68,70"
954,Gingerale - Diet - Schweppes,"153,18"
,Assorted Desserts,"78,67"
956,"Beef - Roasted, Cooked","194,22"
957,Pastry - Trippleberry Muffin - Mini,"85,25"
958,Tea - Herbal Orange Spice,"95,10"
,Coffee - Frthy Coffee Crisp,"132,29"
960,Sage - Fresh,"95,07"
961,Watercress,"85,99"
962,"Quail - Whole, Boneless","98,23"
963,"Crab - Claws, 26 - 30","55,27"
,Eggs - Extra Large,"186,13"
965,"Mushroom - Chanterelle, Dry","176,16"
966,Vaccum Bag - 14x20,"97,48"
,Broom - Angled,"28,27"
968,Trout - Smoked,"180,67"
969,Cheese - Comte,"163,20"
,"Veal - Shank, Pieces","50,85"
971,Scotch - Queen Anne,"175,41"
972,Wine - Dubouef Macon - Villages,"100,00"
973,Sauce - Oyster,"109,07"
,"Coconut - Creamed, Pure","160,47"
,Sugar - Fine,"100,42"
976,Chives - Fresh,"181,43"
,Sugar - Invert,"23,95"
978,Banana,"190,51"
979,Vinegar - Sherry,"60,10"
980,Oil - Olive Bertolli,"174,74"
981,"Iced Tea - Lemon, 460 Ml","57,93"
,"Noodles - Cellophane, Thin","141,26"
983,Glove - Cutting,"45,68"
984,Eel Fresh,"159,46"
985,Fruit Salad Deluxe,"159,36"
986,Ostrich - Fan Fillet,"154,32"
987,Sage - Rubbed,"187,23"
988,Alize Sunset,"58,42"
989,Mince Meat - Filling,"165,11"
990,Salmon - Canned,"143,17"
991,Herb Du Provence - Primerba,"87,56"
,"Cheese - Brie, Cups 125g","37,13"
,Cake - Cake Sheet Macaroon,"184,06"
994,Beef - Top Butt Aaa,"176,38"
,Coffee Cup 16oz Foam,"180,72"
,Oil - Grapeseed Oil,"95,26"
997,Zucchini - Yellow,"159,21"
,"Halibut - Whole, Fresh","106,08"
999,Lid - 3oz Med Rec,"105,09"
1000,Sauce - Hoisin,"84,99"
